#a,#b,#Lens diameter,#Lens thickness,#Height va int,#Diffusion coef,#Perm va,#Perm vr,#MFPT P1 (days),#MFPT P2 (days),#MFPT P3 (days),#MFPT P4 (days),#MFPT P5 (days),#MFPT P6 (days),#MFPT P7 (days)
0.9399146374526444,0.7120247197685954,0.7876379643457914,0.3686145673138303,0.17117998425115197,1.123696829133329e-10,2.005851349200615e-07,1.90083295395451e-09,6.120929394567999,6.6099572102837465,5.085797847155922,5.601625470539914,3.850644855030631,6.381651902098157,5.470796401011012
0.938852322912585,0.710415224219634,0.7849673412003907,0.3669480984711003,0.17021262520070687,1.1224267994597385e-10,2.001317224571535e-07,1.894387850096943e-09,6.120960598196856,6.610665834100267,5.084718542729689,5.604578496819464,3.855005855763445,6.383869138042959,5.475687031166924
0.9377900083725257,0.7088057286706726,0.7822967180549901,0.36528162962837035,0.16924526615026178,1.121156769786148e-10,1.9967830999424548e-07,1.8879427462393764e-09,6.121069946464188,6.611442713103923,5.083764797526159,5.6075595344483,3.8594933823038984,6.386094963410955,5.480551531018889
0.9367276938324663,0.7071962331217112,0.7796260949095896,0.3636151607856404,0.16827790709981666,1.1198867401125575e-10,1.9922489753133748e-07,1.8814976423818095e-09,6.121322868025679,6.61236311008246,5.082898868784877,5.610646629859735,3.863769596714531,6.388455265640857,5.4855415934373655
0.935665379292407,0.7055867375727497,0.7769554717641889,0.3619486919429104,0.16731054804937157,1.118616710438967e-10,1.9877148506842948e-07,1.8750525385242426e-09,6.121640727741945,6.613351479566012,5.08217734077538,5.6138894830597055,3.8684259731801003,6.390931497606972,5.490731328569776
0.9346030647523476,0.7039772420237883,0.7742848486187883,0.36028222310018043,0.16634318899892644,1.1173466807653764e-10,1.9831807260552145e-07,1.868607434666676e-09,6.121893966639698,6.614276742040377,5.081253536074611,5.616963697629917,3.872858136129909,6.39330506378588,5.495752554150766
0.9335407502122883,0.7023677464748268,0.7716142254733878,0.3586157542574505,0.16537582994848135,1.1160766510917859e-10,1.9786466014261344e-07,1.8621623308091091e-09,6.122339787174218,6.61539183587758,5.080595529345912,5.620335005006091,3.8775722441831983,6.395921301323514,5.501113786000313
0.9324784356722289,0.7007582509258654,0.7689436023279872,0.35694928541472054,0.16440847089803626,1.1148066214181954e-10,1.9741124767970542e-07,1.8557172269515424e-09,6.122751918359749,6.616472711374352,5.07982580015798,5.623633902699004,3.882208214712113,6.398453004326588,5.506341233944332
0.9314161211321695,0.699148755376904,0.7662729791825865,0.35528281657199057,0.16344111184759114,1.1135365917446049e-10,1.9695783521679741e-07,1.8492721230939757e-09,6.123247381226243,6.617638935812622,5.079210864237177,5.627037050432767,3.886892375389924,6.401095431508366,5.511661836167268
0.9303538065921102,0.6975392598279426,0.763602356037186,0.3536163477292606,0.16247375279714604,1.1122665620710145e-10,1.965044227538894e-07,1.8428270192364088e-09,6.124016297702214,6.619071024568961,5.078872664772845,5.630647281742508,3.8918658811181794,6.403964414232521,5.517242430342295
0.9292914920520509,0.6959297642789811,0.7609317328917854,0.3519498788865306,0.16150639374670092,1.110996532397424e-10,1.9605101029098138e-07,1.836381915378842e-09,6.124359962400582,6.6200905680999655,5.0780446964035875,5.633772486691659,3.896306308207571,6.406396982656234,5.522237377583024
0.9282291775119915,0.6943202687300197,0.7582611097463847,0.35028341004380065,0.16053903469625583,1.1097265027238335e-10,1.9559759782807338e-07,1.8299368115212754e-09,6.125092063191091,6.621495873812022,5.077642033108124,5.6374166294943056,3.901264945029153,6.409283049909714,5.527862442496434
0.9271668629719322,0.6927107731810583,0.7555904866009842,0.3486169412010707,0.1595716756458107,1.108456473050243e-10,1.9514418536516535e-07,1.8234917076637086e-09,6.1259666497454806,6.62303900545528,5.077296338889001,5.641189911652881,3.9064093074585204,6.412291967274911,5.533638666150619
0.9261045484318728,0.6911012776320968,0.7529198634555836,0.3469504723583407,0.1586043165953656,1.1071864433766525e-10,1.9469077290225735e-07,1.8170466038061417e-09,6.126790388945216,6.624532702305085,5.076982939678603,5.644829108023254,3.9113322075186785,6.4152185588755,5.539210818562062
0.9250422338918134,0.6894917820831354,0.750249240310183,0.3452840035156107,0.15763695754492052,1.105916413703062e-10,1.9423736043934935e-07,1.810601499948575e-09,6.127838604962038,6.626247594999903,5.0768282475604884,5.648730589709815,3.9165394328693086,6.418379330920632,5.545129591112503
0.9239799193517542,0.687882286534174,0.7475786171647824,0.34361753467288075,0.1566695984944754,1.1046463840294714e-10,1.9378394797644132e-07,1.8041563960910083e-09,6.128682507776361,6.62776277398643,5.07647788181342,5.652379406203847,3.9214532720211905,6.421316099986888,5.550688647926305
0.9229176048116947,0.6862727909852127,0.7449079940193818,0.3419510658301508,0.1557022394440303,1.1033763543558809e-10,1.9333053551353332e-07,1.7977112922334414e-09,6.130031856126172,6.6297748188289995,5.0765944975991095,5.656623068331839,3.9269639185912504,6.4247975683733545,5.556934757859692
0.9218552902716354,0.6846632954362512,0.7422373708739812,0.3402845969874208,0.1547348803935852,1.1021063246822904e-10,1.9287712305062532e-07,1.7912661883758746e-09,6.1309536035438,6.631375351906444,5.076322861683549,5.660392344123987,3.9319726146104195,6.427841029296632,5.562716143112118
0.920792975731576,0.6830537998872898,0.7395667477285807,0.33861812814469083,0.1537675213431401,1.1008362950086999e-10,1.924237105877173e-07,1.784821084518308e-09,6.132293565969296,6.63338292881441,5.076440850922825,5.66458941512506,3.9374884777064794,6.4312829779940905,5.5688755702201265
