#b,#Height va int,#Diffusion coef,#Perm va,#Perm vr,#MFPT P1 (days),#MFPT P2 (days),#MFPT P3 (days),#MFPT P4 (days),#MFPT P5 (days),#MFPT P6 (days),#MFPT P7 (days)
1.0571837918712044,0.25479789341575637,1.0107136551873705e-10,1.7807382586789038e-07,1.4548218877297483e-09,12.223503527339663,13.379466082620635,9.482432217126119,11.349997418264367,7.480147975310296,12.980056411964748,11.09317416512256
1.0601986286664566,0.2556916619617504,1.0391973240411156e-10,1.8443584367204469e-07,1.419510315029451e-09,12.106049528816774,13.276885166227588,9.369089311840087,11.24293135414633,7.392490334928733,12.881129281695163,11.003838342687123
1.063213465461709,0.2565854305077445,1.0691083032696026e-10,1.9079786147619897e-07,1.384198742329155e-09,11.983381035639395,13.16745079490717,9.252935737004103,11.131154650393482,7.30303231775828,12.775608293812565,10.909287163774021
1.0662283022569612,0.2574791990537385,1.0990192824980896e-10,1.9715987928035328e-07,1.3488871696288574e-09,11.866013968312402,13.06235708082109,9.141817121839466,11.024070680006936,7.217569356631612,12.674200728708467,10.818230942060605
1.069243139052213,0.2583729675997326,1.1289302617265755e-10,2.0352189708450756e-07,1.3135755969285615e-09,11.754077282431412,12.961808243015689,9.036061432163896,10.922018089836108,7.13620609272558,12.577215722110068,10.731256479239137
1.0677420241525346,0.25926673614572665,1.1011587590449374e-10,2.098839148886619e-07,1.2782640242282642e-09,11.95848206905093,13.201012879910596,9.17383972217231,11.103654308394416,7.223212846164163,12.805800676481743,10.908443675392052
1.0647271873572823,0.26016050469172075,1.0712477798164504e-10,2.1624593269281615e-07,1.2570475484720313e-09,12.128088452032006,13.397698904728143,9.289115214190726,11.250703358831109,7.288080961895711,12.992213265736309,11.047594198830105
1.06171235056203,0.2610542732377148,1.0413368005879645e-10,2.2260795049697046e-07,1.2923591211723293e-09,12.163643885610284,13.427646067494532,9.312686926478937,11.272351684748957,7.280522748805687,13.016814225468147,11.051356378331779
1.0586975137667778,0.26194804178370895,1.0114258213594764e-10,2.2896996830112506e-07,1.3276706938726266e-09,12.208089888881773,13.465894254230028,9.344457074046389,11.30218924233753,7.279544991048154,13.049482419633803,11.06207649270561
1.0556826769715255,0.262841810329703,1.0384851578690106e-10,2.3533198610527935e-07,1.362982266572924e-09,11.818715515256974,13.040597107663011,9.046068300888818,10.936749349698411,7.036969328797467,12.635142919172095,10.701814769662437
1.0526678401762732,0.26373557887569704,1.0683961370974966e-10,2.4169400390943366e-07,1.3982938392732214e-09,11.429722603040336,12.616031221829015,8.748296846263827,10.572269036408548,6.796034115948008,12.221742923741957,10.343306497042718
