S1,ST,S1_conf,ST_conf,names
3.838726507590425e-06,0.0003248635587332904,0.04749238796050613,0.05754042869084674,dummy
0.09515389745077103,0.09705420320751901,0.04916386269035985,0.07272974929504479,a
0.7126536414665059,0.7179771328357002,0.05214908498605873,0.07805461632583724,b
0.00011441071002419953,0.0012210121739697488,0.05104584276184981,0.07041936478392422,lens_diam
0.0017264434750704015,0.002312777602375915,0.04874874647395955,0.06709010177119767,lens_thick
0.07125854194653022,0.07210174739030939,0.04190014650214843,0.07186026279826364,h_va
0.17784550031122295,0.1797087298482677,0.050045119422350154,0.07677911037246277,D
0.005331022798986029,0.0055982329778478945,0.044328257291227705,0.06790528324165379,k_va
0.01246403063789797,0.01342941911042983,0.04522775754655307,0.07703481564669705,k_vr
