Time,Fab,IgG
804.5,0.00747844631271113,0.0429401815095041
804.6,0.00747430558657704,0.0429261641918212
804.7,0.00747016731292351,0.0429121511763264
804.8,0.00746603149124258,0.0428981424605123
804.9,0.00746189812102772,0.0428841380418743
805,0.00745776720177428,0.0428701379179047
805.1,0.00745363873297898,0.042856142086098
805.2,0.00744951271413998,0.0428421505439457
805.3,0.00744538914475704,0.0428281632889435
805.4,0.00744126802433192,0.042814180318584
805.5,0.00743714935236766,0.0428002016303603
805.6,0.0074330331283686,0.042786227221766
805.7,0.00742891935184097,0.0427722570902953
805.8,0.00742480802229228,0.0427582912334412
805.9,0.00742069913923235,0.0427443296486977
806,0.0074165927021718,0.0427303723335578
806.1,0.00741248871062296,0.0427164192855152
806.2,0.00740838716409997,0.0427024705020632
806.3,0.00740428806211874,0.0426885259806961
806.4,0.0074001914041959,0.0426745857189064
806.5,0.00739609718985049,0.042660649714188
806.6,0.00739200541860261,0.0426467179640343
806.7,0.00738791608997475,0.0426327904659392
806.8,0.00738382920348973,0.0426188672173967
806.9,0.00737974475867296,0.042604948215897
807,0.00737565171768,0.0425910334589378
807.1,0.00737153849648237,0.0425771229440117
807.2,0.00736742750288809,0.0425632166686109
807.3,0.00736331873582914,0.0425493146302296
807.4,0.00735921219423796,0.0425354168263605
807.5,0.00735510787704842,0.0425215232544988
807.6,0.00735100578319463,0.0425076339121375
807.7,0.00734690591161244,0.0424937487967683
807.8,0.00734280826123783,0.0424798679058869
807.9,0.00733871283100826,0.0424659912369857
808,0.00733461961986134,0.0424521187875584
808.1,0.00733052862673624,0.0424382505550984
808.2,0.00732643985057318,0.0424243865371004
808.3,0.0073223532903121,0.0424105267310556
808.4,0.00731826894489509,0.0423966711344593
808.5,0.00731418681326445,0.0423828197448048
808.6,0.00731010689436364,0.0423689725595854
808.7,0.00730602918713675,0.0423551295762959
808.8,0.00730195369052902,0.0423412907924251
808.9,0.00729788040348647,0.0423274562054733
809,0.00729380932495611,0.0423136258129282
809.1,0.00728974045388537,0.0422997996122871
809.2,0.00728567378922326,0.0422859776010424
809.3,0.00728160932991907,0.0422721597766863
809.4,0.00727754707492348,0.0422583461367141
809.5,0.00727348702318772,0.0422445366786173
809.6,0.0072694291736639,0.0422307313998936
809.7,0.00726537352530522,0.04221693029803
809.8,0.00726132007706577,0.0422031333705249
809.9,0.00725726882790017,0.0421893406148716
810,0.00725321977676421,0.0421755520285626
810.1,0.00724917292261462,0.042161767609091
810.2,0.00724512826440874,0.0421479873539501
810.3,0.0072410858011054,0.0421342112606329
810.4,0.00723704553166357,0.0421204393266352
810.5,0.00723300745504331,0.0421066715494504
810.6,0.00722897157020579,0.042092907926569
810.7,0.00722493787611313,0.0420791484554874
810.8,0.00722090637172811,0.0420653931336975
810.9,0.00721687705601415,0.0420516419586938
811,0.00721284992793598,0.0420378949279694
811.1,0.00720882498645923,0.0420241520390187
811.2,0.00720480223055051,0.0420104132893329
811.3,0.0072007816591765,0.0419966786764077
811.4,0.00719676327130541,0.0419829481977361
811.5,0.00719274706590666,0.0419692218508109
811.6,0.00718873304194991,0.0419554996331261
811.7,0.00718472119840608,0.041941781542176
811.8,0.00718071153424656,0.0419280675754537
811.9,0.00717670404844419,0.0419143577304517
812,0.00717269873997228,0.041900652004663
812.1,0.00716869560780533,0.0418869503955836
812.2,0.00716469465091832,0.041873252900705
812.3,0.00716069586828735,0.0418595595175215
812.4,0.00715669925888966,0.0418458702435278
812.5,0.00715270482170296,0.0418321850762142
812.6,0.00714871255570625,0.0418185040130767
812.7,0.00714472245987875,0.0418048270516103
812.8,0.00714073453320127,0.0417911541893039
812.9,0.00713674877465517,0.0417774854236543
813,0.00713276518322267,0.0417638207521548
813.1,0.00712878375788694,0.0417501601722973
813.2,0.00712480449763229,0.0417365036815779
813.3,0.00712082740144364,0.0417228512774872
813.4,0.00711685246830628,0.0417092029575213
813.5,0.0071128796972077,0.0416955587191712
813.6,0.00710890908713511,0.0416819185599325
813.7,0.00710494063707687,0.0416682824772981
813.8,0.0071009743460226,0.0416546504687617
813.9,0.0070970102129627,0.0416410225318157
